ID	City	State	StateName	Population	Density	Timezone
1840020121	Reno	NV	Nevada	457702	940.5	America/Los_Angeles
1840021093	Spokane	WA	Washington	456219	1279.8	America/Los_Angeles
1840002915	Madison	WI	Wisconsin	451652	1268.3	America/Chicago
1840027142	Boise	ID	Idaho	449776	1072.4	America/Boise
1840014227	Bonita Springs	FL	Florida	449527	542.2	America/New_York
1840019390	Denton	TX	Texas	438492	567.5	America/Chicago
1840020296	Oakland	CA	California	437825	3020.6	America/Los_Angeles
1840000466	Springfield	MA	Massachusetts	437752	1881.5	America/New_York
1840029462	Augusta	GA	Georgia	437257	257.5	America/New_York
1840015109	Kissimmee	FL	Florida	431618	1409.2	America/New_York
1840015324	Winston-Salem	NC	North Carolina	427706	721.6	America/New_York
1840021517	Stockton	CA	California	413637	1980.5	America/Los_Angeles
1840000378	Syracuse	NY	New York	410732	2251.6	America/New_York
1840014569	Chattanooga	TN	Tennessee	406849	491.7	America/New_York
1840003718	Lancaster	PA	Pennsylvania	402476	3096.9	America/New_York
1840013501	Greenville	SC	South Carolina	401443	917.9	America/New_York
1840013364	Durham	NC	North Carolina	399616	950.8	America/New_York
1840015005	Pensacola	FL	Florida	398813	917.0	America/Chicago
1840013368	Fayetteville	AR	Arkansas	394650	672.8	America/Chicago
1840019422	Arlington	TX	Texas	393469	1585.1	America/Chicago
1840018794	Aurora	CO	Colorado	387349	920.3	America/Denver
1840020474	Oxnard	CA	California	369962	2944.1	America/Los_Angeles
1840019304	Indio	CA	California	369654	1042.7	America/Los_Angeles
1840003389	Scranton	PA	Pennsylvania	366334	1161.3	America/New_York
1840021731	Victorville	CA	California	364015	704.1	America/Los_Angeles
1840001383	Trenton	NJ	New Jersey	362179	4571.3	America/New_York
1840020287	Modesto	CA	California	354183	1955.8	America/Los_Angeles
1840005061	Huntsville	AL	Alabama	349482	376.2	America/Chicago
1840013305	Honolulu	HI	Hawaii	348547	2219.9	Pacific/Honolulu
1840013356	Greensboro	NC	North Carolina	347130	873.2	America/New_York
1840019322	Anaheim	CA	California	347111	2665.3	America/Los_Angeles
1840019718	Corpus Christi	TX	Texas	337230	756.1	America/Chicago
1840008261	Fort Wayne	IN	Indiana	337163	923.0	America/Indiana/Indianapolis
1840020151	Fort Collins	CO	Colorado	335398	1142.2	America/Denver
1840014895	Jackson	MS	Mississippi	335171	529.9	America/Chicago
1840014717	Myrtle Beach	SC	South Carolina	332181	594.6	America/New_York
1840013490	Fayetteville	NC	North Carolina	328804	543.5	America/New_York
1840018903	Antioch	CA	California	327216	1522.3	America/Los_Angeles
1840003102	Lansing	MI	Michigan	322561	1114.5	America/Detroit
1840015211	Lexington	KY	Kentucky	321276	437.0	America/New_York
1840006009	Mobile	AL	Alabama	320855	515.7	America/Chicago
1840003563	Youngstown	OH	Ohio	319065	683.3	America/New_York
1840020361	Henderson	NV	Nevada	318063	1153.8	America/Los_Angeles
1840015830	Savannah	GA	Georgia	316050	524.8	America/New_York
1840000500	Poughkeepsie	NY	New York	314159	2380.4	America/New_York
1840021964	Santa Ana	CA	California	311379	4391.5	America/Los_Angeles
1840003172	Ann Arbor	MI	Michigan	308983	1671.9	America/Detroit
1840008940	St. Paul	MN	Minnesota	308806	2294.1	America/Chicago
1840002791	Newark	NJ	New Jersey	307355	4915.2	America/New_York
1840019325	Irvine	CA	California	304527	1792.1	America/Los_Angeles
1840021488	Santa Rosa	CA	California	296180	1618.1	America/Los_Angeles
1840000963	Canton	OH	Ohio	294047	1034.3	America/New_York
1840013411	Asheville	NC	North Carolina	294013	795.6	America/New_York
1840002949	Flint	MI	Michigan	293893	945.2	America/Detroit
1840015970	Winter Haven	FL	Florida	293093	596.3	America/New_York
1840023385	Anchorage	AK	Alaska	290674	65.8	America/Anchorage
1840009357	Lincoln	NE	Nebraska	290531	1132.1	America/Chicago
1840014559	Concord	NC	North Carolina	288783	635.4	America/New_York
1840003600	Jersey City	NJ	New Jersey	287899	7537.2	America/New_York
1840009904	Springfield	MO	Missouri	286280	784.5	America/Chicago
1840020662	Plano	TX	Texas	284948	1534.7	America/Chicago
1840015768	Shreveport	LA	Louisiana	283536	664.7	America/Chicago
1840007081	Davenport	IA	Iowa	281333	614.0	America/Chicago
1840020604	Lubbock	TX	Texas	280890	722.2	America/Chicago
1840015108	Lakeland	FL	Florida	280346	663.9	America/New_York
1840009241	South Bend	IN	Indiana	278061	948.2	America/Indiana/Indianapolis
1840019350	Chula Vista	CA	California	276103	2147.6	America/Los_Angeles
1840019309	Chandler	AZ	Arizona	275618	1624.6	America/Phoenix
1840009132	Rockford	IL	Illinois	273237	881.3	America/Chicago
1840001185	Reading	PA	Pennsylvania	272712	3710.8	America/New_York
1840020007	Eugene	OR	Oregon	270990	1543.4	America/Los_Angeles
1840015576	Wilmington	NC	North Carolina	268625	878.3	America/New_York
1840021864	Santa Clarita	CA	California	268273	1232.5	America/Los_Angeles
1840021947	Gilbert	AZ	Arizona	267267	1503.9	America/Phoenix
1840021224	Salem	OR	Oregon	266420	1387.5	America/Los_Angeles
1840020854	Killeen	TX	Texas	265921	1086.4	America/Chicago
1840011171	Round Lake Beach	IL	Illinois	264451	2084.1	America/Chicago
1840014887	Columbus	GA	Georgia	264282	364.8	America/New_York
1840020363	North Las Vegas	NV	Nevada	264022	996.2	America/Los_Angeles
1840018481	Kennewick	WA	Washington	259995	1138.5	America/Los_Angeles
1840015977	St. Petersburg	FL	Florida	259343	1620.2	America/New_York
1840015913	Tallahassee	FL	Florida	258696	751.3	America/New_York
1840021002	Laredo	TX	Texas	255293	922.7	America/Chicago
1840019438	Irving	TX	Texas	254962	1469.7	America/Chicago
1840009373	Peoria	IL	Illinois	253467	908.7	America/Chicago
1840008353	Montgomery	AL	Alabama	251158	482.6	America/Chicago
1840003874	Chesapeake	VA	Virginia	249377	284.5	America/New_York
1840020563	Glendale	AZ	Arizona	248083	1451.1	America/Phoenix
1840001472	York	PA	Pennsylvania	247176	3267.0	America/New_York
1840002984	Nashua	NH	New Hampshire	245209	1138.8	America/New_York
1840020707	Garland	TX	Texas	244026	1649.6	America/Chicago
1840021940	Scottsdale	AZ	Arizona	240537	504.7	America/Phoenix
1840015044	Lafayette	LA	Louisiana	237565	839.2	America/Chicago
1840003869	Norfolk	VA	Virginia	236973	1717.4	America/New_York
1840006112	Arlington	VA	Virginia	235845	3502.7	America/New_York
1840002400	Appleton	WI	Wisconsin	233947	1145.4	America/Chicago
1630035605	Aguadilla	PR	Puerto Rico	228854	1751.5	America/Puerto_Rico
1840014618	Rock Hill	SC	South Carolina	228811	655.4	America/New_York
1840020292	Fremont	CA	California	228795	1131.0	America/Los_Angeles
1840000177	Fargo	ND	North Dakota	228364	968.3	America/Chicago
1840013947	Gulfport	MS	Mississippi	228022	503.4	America/Chicago
1840018410	Bremerton	WA	Washington	226805	597.3	America/Los_Angeles
1840002344	Green Bay	WI	Wisconsin	225633	907.1	America/Chicago
1840033827	Enterprise	NV	Nevada	225461	1319.0	America/Los_Angeles
1840015157	Hialeah	FL	Florida	222996	3989.5	America/New_York
1840015072	Deltona	FL	Florida	221137	976.3	America/New_York
1840021728	San Bernardino	CA	California	221041	1373.7	America/Los_Angeles
1840014022	Gainesville	FL	Florida	220929	860.2	America/New_York
1840033832	Spring Valley	NV	Nevada	220114	2393.6	America/Los_Angeles
1840021129	Tacoma	WA	Washington	219234	1702.7	America/Los_Angeles
1840003858	Roanoke	VA	Virginia	218533	900.9	America/New_York
1840019743	Brownsville	TX	Texas	215269	548.4	America/Chicago
1840019570	College Station	TX	Texas	213177	909.0	America/Chicago
1840019865	Olympia	WA	Washington	210877	1168.7	America/Los_Angeles
1840014421	Clarksville	TN	Tennessee	210551	650.9	America/Chicago
1840003478	Yonkers	NY	New York	209780	4498.4	America/New_York
1840020552	Moreno Valley	CA	California	209578	1577.1	America/Los_Angeles
1840021844	Thousand Oaks	CA	California	209570	884.1	America/Los_Angeles
1840000327	Portland	ME	Maine	209491	1223.9	America/New_York
1840020402	Fontana	CA	California	209279	1867.1	America/Los_Angeles
1840014524	Hickory	NC	North Carolina	206008	539.2	America/New_York
1840019156	Amarillo	TX	Texas	205903	750.2	America/Chicago
1840002648	Sioux Falls	SD	South Dakota	204484	926.0	America/Chicago
1840013730	Evansville	IN	Indiana	203661	953.2	America/Chicago
1840006211	Huntington	WV	West Virginia	202754	1110.2	America/New_York
1840004851	Waterbury	CT	Connecticut	202422	1547.8	America/New_York
1840020654	Frisco	TX	Texas	202075	1137.6	America/Chicago
1840000644	Lorain	OH	Ohio	201808	1065.4	America/New_York
1840003185	Kalamazoo	MI	Michigan	200838	1146.8	America/Detroit
1840020970	Galveston	TX	Texas	200451	501.2	America/Chicago
1840015482	Spartanburg	SC	South Carolina	200000	730.2	America/New_York
1840021829	Santa Barbara	CA	California	199023	1754.6	America/Los_Angeles
1840033833	Sunrise Manor	NV	Nevada	198325	2271.3	America/Los_Angeles
1840020578	Huntington Beach	CA	California	197481	2825.9	America/Los_Angeles
1840020709	Grand Prairie	TX	Texas	197279	1050.5	America/Chicago
1840003834	Overland Park	KS	Kansas	196676	1009.4	America/Chicago
1840020657	McKinney	TX	Texas	196160	1131.0	America/Chicago
1840022140	Waco	TX	Texas	195709	604.6	America/Chicago
1840005613	Hagerstown	MD	Maryland	195261	1334.0	America/New_York
1840020483	Glendale	CA	California	194512	2464.0	America/Los_Angeles
1840020041	Nampa	ID	Idaho	193935	1139.2	America/Boise
1840020567	Peoria	AZ	Arizona	191292	419.5	America/Phoenix
1840000471	Cedar Rapids	IA	Iowa	191104	724.0	America/Chicago
1840021189	Vancouver	WA	Washington	190700	1510.4	America/Los_Angeles
1840033743	Paradise	NV	Nevada	189733	1727.6	America/Los_Angeles
1840015067	Ocala	FL	Florida	186840	518.8	America/New_York
1840000478	Erie	PA	Pennsylvania	185556	1913.7	America/New_York
1840003862	Newport News	VA	Virginia	185118	1035.9	America/New_York
1840005710	Frederick	MD	Maryland	184991	1263.9	America/New_York
1840014495	Murfreesboro	TN	Tennessee	184763	926.1	America/Chicago
1840014236	Fort Lauderdale	FL	Florida	182673	2039.5	America/New_York
1840007034	Aurora	IL	Illinois	181405	1555.1	America/Chicago
1840021942	Tempe	AZ	Arizona	181005	1748.3	America/Phoenix
1840004837	Danbury	CT	Connecticut	180143	794.2	America/New_York
1840014105	Spring Hill	FL	Florida	178833	753.2	America/New_York
1840013468	Gastonia	NC	North Carolina	178220	598.7	America/New_York
1840021632	Salinas	CA	California	177410	2672.8	America/Los_Angeles
1840003845	Fredericksburg	VA	Virginia	176791	1044.0	America/New_York
1840020410	Ontario	CA	California	176326	1362.0	America/Los_Angeles
1840020245	Elk Grove	CA	California	176105	1596.1	America/Los_Angeles
1840013612	Gainesville	GA	Georgia	175569	493.1	America/New_York
1840016196	Cary	NC	North Carolina	174880	1126.5	America/New_York
1840020411	Rancho Cucamonga	CA	California	174696	1450.5	America/Los_Angeles
1840020623	Oceanside	CA	California	173722	1625.3	America/Los_Angeles
1840020577	Garden Grove	CA	California	171637	3691.2	America/Los_Angeles
1840020516	Lancaster	CA	California	171465	702.2	America/Los_Angeles
1840020550	Hemet	CA	California	170621	1182.9	America/Los_Angeles
1840015141	Pembroke Pines	FL	Florida	170472	2014.0	America/New_York
1840015034	Panama City	FL	Florida	169810	373.9	America/Chicago
1840021499	Vallejo	CA	California	169541	1588.3	America/Los_Angeles
1840002983	Manchester	NH	New Hampshire	169097	1343.1	America/New_York
1840020076	Medford	OR	Oregon	168959	1191.6	America/Los_Angeles
1630035622	Bayamón	PR	Puerto Rico	168698	2404.7	America/Puerto_Rico
1840015476	Mauldin	SC	South Carolina	168313	808.4	America/New_York
1840021579	Santa Cruz	CA	California	167835	1859.8	America/Los_Angeles
1840020502	Palmdale	CA	California	166895	607.5	America/Los_Angeles
1840004828	Norwich	CT	Connecticut	166885	551.1	America/New_York
1840002870	Muskegon	MI	Michigan	166847	1045.2	America/Detroit
1840015083	Leesburg	FL	Florida	166200	270.6	America/New_York
1840014479	High Point	NC	North Carolina	164836	774.3	America/New_York
1840005563	Tuscaloosa	AL	Alabama	164414	660.0	America/Chicago
1840021639	Visalia	CA	California	163681	1433.0	America/Los_Angeles
1840019789	Marysville	WA	Washington	162664	1318.1	America/Los_Angeles
1840020313	Merced	CA	California	160638	1455.9	America/Los_Angeles
1840020293	Hayward	CA	California	160602	1353.4	America/Los_Angeles
1840008354	Lafayette	IN	Indiana	160543	930.9	America/Indiana/Indianapolis
1840009517	Springfield	IL	Illinois	159671	721.0	America/Chicago
1840019305	Corona	CA	California	158346	1532.6	America/Los_Angeles
1840000838	Paterson	NJ	New Jersey	157864	7244.8	America/New_York
1840003837	Alexandria	VA	Virginia	157594	4074.1	America/New_York
1840043455	Macon	GA	Georgia	156554	242.4	America/New_York
1840000460	Binghamton	NY	New York	156375	1754.4	America/New_York
1840020198	Lakewood	CO	Colorado	156149	1387.3	America/Denver
1840001626	Kansas City	KS	Kansas	155438	481.1	America/Chicago
1840020794	Odessa	TX	Texas	155039	850.4	America/Chicago
1840021573	Sunnyvale	CA	California	154573	2705.4	America/Los_Angeles
1840003219	New Bedford	MA	Massachusetts	153701	1942.4	America/New_York
1840015144	Hollywood	FL	Florida	152764	2164.4	America/New_York
1840002432	South Lyon	MI	Michigan	152132	1216.5	America/Detroit
1840020620	Escondido	CA	California	151114	1562.3	America/Los_Angeles
1840015039	Lake Charles	LA	Louisiana	151109	670.5	America/Chicago
1840020930	Pasadena	TX	Texas	150620	1331.1	America/Chicago
1840018417	Bellevue	WA	Washington	150606	1737.5	America/Los_Angeles
1840008192	Joliet	IL	Illinois	150221	882.1	America/Chicago
1840007239	Champaign	IL	Illinois	150179	1488.4	America/Chicago
1840020507	Pomona	CA	California	149831	2516.9	America/Los_Angeles
1840020253	Fairfield	CA	California	149635	1108.7	America/Los_Angeles
1840020713	Mesquite	TX	Texas	149439	1175.4	America/Chicago
1840008187	Elkhart	IN	Indiana	149423	752.7	America/Indiana/Indianapolis
1840008143	Naperville	IL	Illinois	149089	1471.7	America/Chicago
1840021559	St. George	UT	Utah	148895	481.3	America/Denver
1840020233	Roseville	CA	California	148879	1303.8	America/Los_Angeles
1840001621	Topeka	KS	Kansas	148185	792.2	America/Chicago
1840013362	Burlington	NC	North Carolina	147415	726.6	America/New_York
1840015800	Warner Robins	GA	Georgia	146790	819.4	America/New_York
1840021941	Surprise	AZ	Arizona	145591	509.4	America/Phoenix
1840021873	Torrance	CA	California	145454	2737.4	America/Los_Angeles
1840021830	Santa Maria	CA	California	143647	1854.2	America/Los_Angeles
1840029463	Athens	GA	Georgia	143173	420.0	America/New_York
1840015063	Houma	LA	Louisiana	143160	883.2	America/Chicago
1840007391	Columbia	MO	Missouri	142637	725.2	America/Chicago
1840020576	Fullerton	CA	California	142280	2450.2	America/Los_Angeles
1840003833	Olathe	KS	Kansas	142114	878.6	America/Chicago
1840021422	Thornton	CO	Colorado	141799	1500.2	America/Denver
1840020149	Greeley	CO	Colorado	140984	843.2	America/Denver
1840019612	Beaumont	TX	Texas	140930	537.6	America/Chicago
1840020683	Las Cruces	NM	New Mexico	140915	558.4	America/Denver
1840020792	Midland	TX	Texas	140171	673.3	America/Chicago
1840013994	Metairie	LA	Louisiana	140046	2334.8	America/Chicago
1630035637	Carolina	PR	Puerto Rico	139201	2594.9	America/Puerto_Rico
1840021389	West Valley City	UT	Utah	138868	1496.6	America/Denver
1840020582	Orange	CA	California	138728	2086.8	America/Los_Angeles
1840002418	Warren	MI	Michigan	138588	1556.5	America/Detroit
1840020230	Grand Junction	CO	Colorado	138416	628.7	America/Denver
1840022076	Tyler	TX	Texas	138024	711.1	America/Chicago
1840020505	Pasadena	CA	California	137554	2313.2	America/Los_Angeles
1840003866	Hampton	VA	Virginia	137217	1029.5	America/New_York
1840007207	Bloomington	IL	Illinois	136524	1122.0	America/Chicago
1840003613	Elizabeth	NJ	New Jersey	135665	4252.1	America/New_York
1840004841	Stamford	CT	Connecticut	135413	1389.9	America/New_York
1840021998	Yuma	AZ	Arizona	135389	307.8	America/Phoenix
1840018424	Kent	WA	Washington	135169	1542.6	America/Los_Angeles
1840015137	Miramar	FL	Florida	135158	1808.6	America/New_York
1840018402	Coeur d'Alene	ID	Idaho	134503	1309.1	America/Los_Angeles
1840015134	Coral Springs	FL	Florida	133801	2259.4	America/New_York
1840003094	Sterling Heights	MI	Michigan	133744	1416.8	America/Detroit
1840021463	Yuba City	CA	California	133106	1751.4	America/Los_Angeles
1840021154	Yakima	WA	Washington	132354	1343.7	America/Los_Angeles
1840019436	Carrollton	TX	Texas	132284	1393.3	America/Chicago
1840002493	Racine	WI	Wisconsin	132006	1932.5	America/Chicago
1840014462	Johnson City	TN	Tennessee	131718	628.5	America/New_York
1840018496	Billings	MT	Montana	131519	998.3	America/Denver
1840000532	Iowa City	IA	Iowa	130736	1127.0	America/Chicago
1840005810	Dover	DE	Delaware	130186	634.2	America/New_York
1840018346	Bellingham	WA	Washington	129880	1250.8	America/Los_Angeles
1840006196	Charleston	WV	West Virginia	129754	594.8	America/New_York
1840003855	Lynchburg	VA	Virginia	128849	624.1	America/New_York
1840021571	Santa Clara	CA	California	128058	2705.3	America/Los_Angeles
1840020451	Norman	OK	Oklahoma	127701	276.0	America/Chicago
1840013407	Greenville	NC	North Carolina	127574	906.4	America/New_York
1840021843	Simi Valley	CA	California	127568	1172.4	America/Los_Angeles
1840013456	Fort Smith	AR	Arkansas	126452	537.3	America/Chicago
1840019476	Abilene	TX	Texas	126356	457.4	America/Chicago
1630023566	Arecibo	PR	Puerto Rico	125727	1007.8	America/Puerto_Rico
1840020639	Lewisville	TX	Texas	125028	1187.4	America/Chicago
1840020979	Pearland	TX	Texas	124478	987.1	America/Chicago
1840014220	Lehigh Acres	FL	Florida	124440	518.3	America/New_York
1840003160	Kenosha	WI	Wisconsin	124297	1341.2	America/Chicago
1840021634	Seaside	CA	California	123421	1397.2	America/Los_Angeles
1840002310	Burlington	VT	Vermont	123307	1673.1	America/New_York
1840018788	Arvada	CO	Colorado	123066	1219.0	America/Denver
1840006175	Waldorf	MD	Maryland	122310	863.7	America/New_York
1840008534	Independence	MO	Missouri	122218	605.2	America/Chicago
1840008987	Rochester	MN	Minnesota	121870	836.8	America/Chicago
1840020108	Logan	UT	Utah	121666	1142.4	America/Denver
1840021036	Harlingen	TX	Texas	121441	688.2	America/Chicago
1840018914	Berkeley	CA	California	121385	4492.7	America/Los_Angeles
1840018944	Clovis	CA	California	120607	1801.3	America/Los_Angeles
1840020879	Round Rock	TX	Texas	120465	1231.6	America/Chicago
1840020255	Pueblo	CO	Colorado	120380	765.4	America/Denver
1840022154	Temple	TX	Texas	120240	447.0	America/Chicago
1840020046	Meridian	ID	Idaho	119872	1271.9	America/Boise
1840007685	Duluth	MN	Minnesota	118574	467.5	America/Chicago
1840019585	The Woodlands	TX	Texas	118402	1056.4	America/Chicago
1840018774	Boulder	CO	Colorado	118090	1534.8	America/Denver
1840020710	Richardson	TX	Texas	118063	1595.7	America/Chicago
1840000429	Cambridge	MA	Massachusetts	117962	7119.9	America/New_York
1840015993	West Palm Beach	FL	Florida	117588	842.8	America/New_York
1840020919	Port Arthur	TX	Texas	117348	285.7	America/Chicago
1840019206	East Los Angeles	CA	California	117222	6072.6	America/Los_Angeles
1840020141	Redding	CA	California	117163	605.9	America/Los_Angeles
1840015110	Clearwater	FL	Florida	116984	1727.4	America/New_York
1840014881	Monroe	LA	Louisiana	116927	620.2	America/Chicago
1840002746	Utica	NY	New York	116766	1494.5	America/New_York
1840008881	St. Cloud	MN	Minnesota	116649	662.4	America/Chicago
1840015909	Mandeville	LA	Louisiana	116649	665.0	America/Chicago
1840021388	West Jordan	UT	Utah	116383	1390.4	America/Denver
1840015164	North Charleston	SC	South Carolina	115755	575.7	America/New_York
1840020277	Richmond	CA	California	115619	1485.9	America/Los_Angeles
1840021423	Westminster	CO	Colorado	115502	1411.9	America/Denver
1840002813	Saginaw	MI	Michigan	115442	1000.9	America/Detroit
1840023244	Kailua	HI	Hawaii	115264	2003.2	Pacific/Honolulu
1840014151	Brandon	FL	Florida	114923	1339.2	America/New_York
1630023669	Ponce	PR	Puerto Rico	114901	1509.8	America/Puerto_Rico
1840019352	Carlsbad	CA	California	114745	1171.7	America/Los_Angeles
1840000426	Lowell	MA	Massachusetts	114737	3254.9	America/New_York
1840019059	Broken Arrow	OK	Oklahoma	114237	700.6	America/Chicago
1840008134	Elgin	IL	Illinois	114190	1159.4	America/Chicago
1840019939	Gresham	OR	Oregon	113525	1863.7	America/Los_Angeles
1840020973	League City	TX	Texas	113469	853.0	America/Chicago
1840019245	Downey	CA	California	113052	3517.5	America/Los_Angeles
1840000440	Waterloo	IA	Iowa	112333	421.6	America/Chicago
1840020553	Murrieta	CA	California	111899	1288.3	America/Los_Angeles
1840000437	Leominster	MA	Massachusetts	111856	584.3	America/New_York
1840020746	Longview	TX	Texas	111855	568.3	America/Chicago
1840014653	Jacksonville	NC	North Carolina	111830	568.9	America/New_York
1840015143	Pompano Beach	FL	Florida	111790	1793.5	America/New_York
1840018618	Bend	OR	Oregon	111774	1108.2	America/Los_Angeles
1840015151	Miami Gardens	FL	Florida	111618	2332.6	America/New_York
1840019326	Costa Mesa	CA	California	111490	2723.5	America/Los_Angeles
1840000447	Sioux City	IA	Iowa	111361	564.5	America/Chicago
1840019785	Everett	WA	Washington	110847	1273.7	America/Los_Angeles
